;Unnamed: 0_cam;ordernumber_cam;series_name;model_name_cam;product_line;shutter;monocolor;sensor_optical_size;resolution_horizontal;resolution_vertical;pixel_size_horizontal;pixel_size_vertical;sensor_name;housing_name;interface;sensor_framerate_min;sensor_framerate_max;mount_cam;price_cam;Unnamed: 0_lens;ordernumber_lens;model_name_lens;focal_length;mount_lens;sensor_format;min_object_distance;price_lens;total_price;max_fov_h;max_fov_v;resolution_mm;fps_score;d_score;res_score;price_score;best_d;best_res;best_fps;score
6699;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;511,0;2304,0;1843,2;1,8;0,0;2,0;3,0;0,0;840,0;1,008;105,2006;18,0
6700;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;512,0;2304,0;1843,2;1,8;0,0;2,0;3,0;0,0;840,0;1,008;105,2006;18,0
6701;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;512,0;2304,0;1843,2;1,8;0,0;2,0;3,0;0,0;840,0;1,008;105,2006;18,0
6702;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;512,0;2304,0;1843,2;1,8;0,0;2,0;3,0;0,0;840,0;1,008;105,2006;18,0
7704;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;478,0;1383,9;1037,4;2,1;2,0;0,0;3,0;1,0;1490,0;2,086;160,0575;17,0
7473;48;109478;Basler ace 2;a2A2048-114g5mBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;5GigE;114;114;C-Mount;579;82;2000035175,0;"Evetar Lens M13B04218IR F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;9,6;588,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;0,0;1330,0;0,7125;140,2;17,0
7474;48;109478;Basler ace 2;a2A2048-114g5mBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;5GigE;114;114;C-Mount;579;83;2000035176,0;"Evetar Lens M13B04218W F1.8 f4.2mm 1/3""";4,2;S-mount;"1/3""";200,0;10,6;589,6;1645,7143;1234,2857;0,8036;1,0;0,0;4,0;0,0;1330,0;0,7125;140,2;17,0
4008;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;568,0;1440,0;1080,0;1,8;4,0;0,0;3,0;0,0;1340,0;1,608;276,7761;16,0
5240;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;568,0;1440,0;1080,0;1,8;4,0;0,0;3,0;0,0;1340,0;1,608;589,3025;16,0
4;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;588,0;1440,0;1080,0;1,8;4,0;0,0;3,0;0,0;1340,0;1,608;589,3025;16,0
4162;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;588,0;1440,0;1080,0;1,8;4,0;0,0;3,0;0,0;1340,0;1,608;276,7761;16,0
467;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;348,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
929;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;348,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
3393;22;108730;Basler dart;daA1440-220um (CS-Mount);;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Board Level;USB 3.0;227;227;CS-Mount;229;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;368,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
3855;25;108733;Basler dart;daA1440-220uc (CS-Mount);;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Board Level;USB 3.0;227;227;CS-Mount;229;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;368,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
577;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;398,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1039;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;398,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
3503;22;108730;Basler dart;daA1440-220um (CS-Mount);;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Board Level;USB 3.0;227;227;CS-Mount;229;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;418,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
3965;25;108733;Basler dart;daA1440-220uc (CS-Mount);;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Board Level;USB 3.0;227;227;CS-Mount;229;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;418,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1083;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;508,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
4625;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;508,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2777;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;538,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1237;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;538,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
4779;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;538,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2931;19;107653;Basler ace;acA1440-220uc;ace U;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;419;6;2000034831,0;Basler Lens C125-0618-5M f6mm;6,0;C-mount;"1/2,5""";100,0;139,0;558,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1193;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;558,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
4735;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;558,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2887;18;107652;Basler ace;acA1440-220um;ace U;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Box;USB 3.0;227;227;C-Mount;399;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;588,0;1242,0;931,5;0,8625;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1347;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;588,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
4889;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;116;2000034902,0;"Ricoh Lens FL-CC0614A-2M F1.4 f6mm 2/3""";6,0;C-mount;"2/3""";100,0;189,0;588,0;1242,0;931,5;1,725;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1933;12;108233;Basler dart;daA1920-160uc (S-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1934;12;108233;Basler dart;daA1920-160uc (S-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2087;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2088;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8863;57;108230;Basler dart;daA1920-160um (S-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8864;57;108230;Basler dart;daA1920-160um (S-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
9017;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
9018;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;292,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8093;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;372,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8094;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;372,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8247;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;392,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8248;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;392,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8401;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;482,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8402;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;482,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2549;16;106752;Basler ace;acA1300-200um;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;449;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;482,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2550;16;106752;Basler ace;acA1300-200um;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;449;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;482,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
6553;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;482,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
6554;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;482,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8555;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;502,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8556;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;502,0;1273,8462;796,1538;0,6635;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2703;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;512,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2704;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;512,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
6707;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;86;2200001060,0;"Evetar Lens E3388 F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;512,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
6708;43;106757;Basler ace;acA1300-75gc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;479;87;2200001061,0;"Evetar Lens E3388 IR-Cut F2.6 f7.8mm 1/1.8""";7,8;S-mount;"1/1,8""";500,0;33,0;512,0;1181,5385;945,2308;0,9231;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1935;12;108233;Basler dart;daA1920-160uc (S-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;293,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2089;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;293,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8865;57;108230;Basler dart;daA1920-160um (S-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;293,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
9019;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;293,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
1936;12;108233;Basler dart;daA1920-160uc (S-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;294,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2090;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;294,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8866;57;108230;Basler dart;daA1920-160um (S-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;S-Mount;259;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;294,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
9020;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;294,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
2009;13;108234;Basler dart;daA1920-160uc (CS-Mount);;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;8;2200000568,0;Basler Lens C23-0824-5M f8mm;8,0;C-mount;"2/3""";100,0;106,0;365,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8939;58;108231;Basler dart;daA1920-160um (CS-Mount);;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Board Level;USB 3.0;160;160;CS-Mount;259;8;2200000568,0;Basler Lens C23-0824-5M f8mm;8,0;C-mount;"2/3""";100,0;106,0;365,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8095;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;373,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8096;52;107820;Basler ace 2;a2A1920-160umBAS;ace 2 R Basic;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;339;89;2000036389,0;"Evetar Lens N118B0818WM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;35,0;374,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
8249;53;107821;Basler ace 2;a2A1920-160ucBAS;ace 2 R Basic;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;359;88;2000036388,0;"Evetar Lens N118B0818IRM12 F1.8 f8mm 1/1.8""";8,0;S-mount;"1/1,8""";500,0;34,0;393,0;1242,0;776,25;0,6469;0,0;0,0;0,0;0,0;15000,0;1000,0;0,0;0,0
