;Unnamed: 0_cam;ordernumber_cam;series_name;model_name_cam;product_line;shutter;monocolor;sensor_optical_size;resolution_horizontal;resolution_vertical;pixel_size_horizontal;pixel_size_vertical;sensor_name;housing_name;interface;sensor_framerate_min;sensor_framerate_max;mount_cam;price_cam;Unnamed: 0_lens;ordernumber_lens;model_name_lens;focal_length;mount_lens;sensor_format;min_object_distance;price_lens;total_price;max_fov_h;max_fov_v;resolution_mm;fps_score;d_score;res_score;price_score;best_d;best_res;best_fps;score
8395;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;2484,0;1552,5;1,2938;2,0;3,0;4,0;1,0;780,0;0,6727;164,3285;30,0
8396;54;107961;Basler ace 2;a2A1920-160umPRO;ace 2 R Pro;Global;Mono;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;449;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;482,0;2484,0;1552,5;1,2938;2,0;3,0;4,0;1,0;780,0;0,6727;164,3285;30,0
8547;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;501,0;2484,0;1552,5;1,2938;2,0;3,0;4,0;1,0;780,0;0,6727;164,3285;30,0
8548;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;502,0;2484,0;1552,5;1,2938;2,0;3,0;4,0;1,0;780,0;0,6727;164,3285;30,0
8549;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;502,0;2484,0;1552,5;1,2938;2,0;3,0;4,0;1,0;780,0;0,6727;164,3285;30,0
8550;55;107962;Basler ace 2;a2A1920-160ucPRO;ace 2 R Pro;Global;Color;"1/2.3""";1920;1200;3,45;3,45;IMX392;Box;USB 3.0;160;160;C-Mount;469;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;502,0;2484,0;1552,5;1,2938;2,0;3,0;4,0;1,0;780,0;0,6727;164,3285;30,0
7767;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;366,0;2636,0;1976,0;4,0;2,0;3,0;3,0;2,0;790,0;2,1067;160,8536;29,0
7768;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;367,0;2636,0;1976,0;4,0;2,0;3,0;3,0;2,0;790,0;2,1067;160,8536;29,0
7153;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;492,0;2764,8;2073,6;1,35;1,0;3,0;4,0;1,0;790,0;0,711;140,0629;29,0
7154;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;492,0;2764,8;2073,6;1,35;1,0;3,0;4,0;1,0;790,0;0,711;140,0629;29,0
6849;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;400,0;2304,0;1728,0;1,125;1,0;2,0;4,0;2,0;950,0;0,7125;140,2;29,0
6850;44;109474;Basler ace 2;a2A2048-114umBAS​;ace 2 R Basic;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;349;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;402,0;2304,0;1728,0;1,125;1,0;2,0;4,0;2,0;950,0;0,7125;140,2;29,0
3392;22;108730;Basler dart;daA1440-220um (CS-Mount);;Global;Mono;"1/2.9""";1440;1080;3,45;3,45;IMX273;Board Level;USB 3.0;227;227;CS-Mount;229;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;368,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;2,0;1040,0;0,897;262,3842;29,0
3854;25;108733;Basler dart;daA1440-220uc (CS-Mount);;Global;Color;"1/2.9""";1440;1080;3,45;3,45;IMX273;Board Level;USB 3.0;227;227;CS-Mount;229;5;2000034830,0;Basler Lens C125-0418-5M f4mm;4,0;C-mount;"1/2,5""";100,0;139,0;368,0;1863,0;1397,25;1,2938;4,0;1,0;4,0;2,0;1040,0;0,897;262,3842;29,0
4071;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;456,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;276,0;28,0
5303;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;456,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;587,65;28,0
4072;26;106766;Basler ace;acA800-200gm;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;429;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;457,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;276,0;28,0
5304;34;106764;Basler ace;acA800-510um;ace U;Global;Mono;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;429;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;457,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;587,65;28,0
67;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;476,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;587,65;28,0
4225;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;68;2000036060,0;"Evetar Lens M13B02118IR F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;27,0;476,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;276,0;28,0
68;0;106765;Basler ace;acA800-510uc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;USB 3.0;511;511;C-Mount;449;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;477,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;587,65;28,0
4226;27;106767;Basler ace;acA800-200gc;ace U;Global;Color;"1/3.6""";800;600;4,8;4,8;PYTHON 500;Box;GigE;240;240;C-Mount;449;69;2000036061,0;"Evetar Lens M13B02118W F1.8 f2.1mm 1/3""";2,1;S-mount;"1/3""";100,0;28,0;477,0;2742,8571;2057,1429;3,4286;4,0;3,0;3,0;1,0;700,0;1,6;276,0;28,0
1301;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;432,0;2980,8;2235,6;4,14;4,0;3,0;3,0;1,0;650,0;1,794;606,8358;28,0
1302;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;432,0;2980,8;2235,6;4,14;4,0;3,0;3,0;1,0;650,0;1,794;606,8358;28,0
4843;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;432,0;2980,8;2235,6;4,14;4,0;3,0;3,0;1,0;650,0;1,794;336,3604;28,0
4844;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;432,0;2980,8;2235,6;4,14;4,0;3,0;3,0;1,0;650,0;1,794;336,3604;28,0
2687;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;512,0;3686,4;2949,12;2,88;4,0;4,0;3,0;0,0;600,0;1,152;258,0188;28,0
2688;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;512,0;3686,4;2949,12;2,88;4,0;4,0;3,0;0,0;600,0;1,152;258,0188;28,0
7155;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;474,0;2468,5714;1851,4286;1,2054;0,0;3,0;4,0;1,0;780,0;0,6268;131,3111;28,0
7156;46;109476;Basler ace 2;a2A2048-114umPRO​;ace 2 R Pro;Global;Mono;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;459;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;475,0;2468,5714;1851,4286;1,2054;0,0;3,0;4,0;1,0;780,0;0,6268;131,3111;28,0
7309;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;72;2000035611,0;"Evetar Lens M13B02820IR F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;15,0;494,0;2468,5714;1851,4286;1,2054;0,0;3,0;4,0;1,0;780,0;0,6268;131,3111;28,0
7310;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;73;2000035612,0;"Evetar Lens M13B02820W F2.0 f2.8mm 1/3""";2,8;S-mount;"1/3""";100,0;16,0;495,0;2468,5714;1851,4286;1,2054;0,0;3,0;4,0;1,0;780,0;0,6268;131,3111;28,0
1151;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;420,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;606,8358;28,0
4693;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;420,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;336,3604;28,0
1152;7;107654;Basler ace;acA720-520um;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;369;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;422,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;606,8358;28,0
4694;30;107650;Basler ace;acA720-290gm;ace U;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;369;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;422,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;336,3604;28,0
1305;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;450,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;606,8358;28,0
4847;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;450,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;336,3604;28,0
1306;8;107655;Basler ace;acA720-520uc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;USB 3.0;525;525;C-Mount;399;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;452,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;606,8358;28,0
4848;31;107651;Basler ace;acA720-290gc;ace U;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Box;GigE;291;291;C-Mount;399;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;452,0;2484,0;1863,0;3,45;4,0;3,0;3,0;1,0;780,0;1,794;336,3604;28,0
2691;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;530,0;3072,0;2457,6;2,4;4,0;4,0;3,0;0,0;630,0;1,008;242,6786;28,0
2692;17;106754;Basler ace;acA1300-200uc;ace U;Global;Color;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;USB 3.0;203;203;C-Mount;479;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;532,0;3072,0;2457,6;2,4;4,0;4,0;3,0;0,0;630,0;1,008;242,6786;28,0
385;2;108723;Basler dart;daA720-520um (S-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;241,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
539;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;241,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
847;5;108726;Basler dart;daA720-520uc (S-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;241,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
1001;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;78;2000036384,0;"Evetar Lens M118B0418IR F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;32,0;241,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
386;2;108723;Basler dart;daA720-520um (S-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
387;2;108723;Basler dart;daA720-520um (S-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
388;2;108723;Basler dart;daA720-520um (S-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
540;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
541;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
542;3;108724;Basler dart;daA720-520um (CS-Mount);;Global;Mono;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
848;5;108726;Basler dart;daA720-520uc (S-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
849;5;108726;Basler dart;daA720-520uc (S-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
850;5;108726;Basler dart;daA720-520uc (S-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;S-Mount;209;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
1002;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;79;2000036385,0;"Evetar Lens M118B0418W F1.8 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";200,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
1003;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;80;2200001058,0;"Evetar Lens E3360A F2.0 f4.0mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
1004;6;108727;Basler dart;daA720-520uc (CS-Mount);;Global;Color;"1/2.9""";720;540;6,9;6,9;IMX287;Board Level;USB 3.0;523;523;CS-Mount;209;81;2200000589,0;"Evetar Lens E3360D IR-Cut F2.0 f4mm 1/1.8""";4,0;S-mount;"1/1,8""";300,0;33,0;242,0;1863,0;1397,25;2,5875;4,0;1,0;3,0;3,0;1040,0;1,794;604,524;28,0
6537;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;482,0;3686,4;2949,12;2,88;0,0;4,0;3,0;1,0;600,0;1,152;111,8505;27,0
6538;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;482,0;3686,4;2949,12;2,88;0,0;4,0;3,0;1,0;600,0;1,152;111,8505;27,0
6541;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;500,0;3072,0;2457,6;2,4;0,0;4,0;3,0;1,0;630,0;1,008;105,2006;27,0
6542;42;106755;Basler ace;acA1300-75gm;ace U;Global;Mono;"1/2""";1280;1024;4,8;4,8;PYTHON 1300;Box;GigE;88;88;C-Mount;449;75;2000036383,0;"Evetar Lens M118B029528W F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;53,0;502,0;3072,0;2457,6;2,4;0,0;4,0;3,0;1,0;630,0;1,008;105,2006;27,0
7769;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;372,0;2214,24;1659,84;3,36;2,0;2,0;3,0;2,0;940,0;2,1056;160,8129;26,0
7770;50;107739;Basler ace;acA640-121gm;ace U;Global;Mono;"1/4""";659;494;5,6;5,6;ICX618 Replacement;Box;GigE;134;134;C-Mount;339;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;372,0;2214,24;1659,84;3,36;2,0;2,0;3,0;2,0;940,0;2,1056;160,8129;26,0
7307;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;70;2200001056,0;"Evetar Lens E3417A F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;512,0;2764,8;2073,6;1,35;1,0;3,0;4,0;0,0;790,0;0,711;140,0629;26,0
7308;47;109477;Basler ace 2;a2A2048-114ucPRO​;ace 2 R Pro;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;479;71;2200001057,0;"Evetar Lens E3417C IR-Cut F2.4 f2.5mm 1/1.8""";2,5;S-mount;"1/1,8""";300,0;33,0;512,0;2764,8;2073,6;1,35;1,0;3,0;4,0;0,0;790,0;0,711;140,0629;26,0
7003;45;109475;Basler ace 2;a2A2048-114ucBAS​;ace 2 R Basic;Global;Color;1/3.1'';2048;1536;2,25;2,25;IMX900;Box;USB 3.0;114;114;C-Mount;369;74;2000036382,0;"Evetar Lens M118B029528IR F2.8 f2.95mm 1/1.8""";3,0;S-mount;"1/1,8""";300,0;51,0;420,0;2304,0;1728,0;1,125;1,0;2,0;4,0;1,0;950,0;0,7125;140,2;26,0
